Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Dyes and Pigments,1538-7836,01437208,02020,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Education for Chemical Engineers,1540-0352,17497728,08630,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Electrochemistry Communications,1540-0352,13882481,06053,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Electrochimica Acta,1540-0352,00134686,00205,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),EnergyChem,1540-0352,25897780,18443,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Fluid Phase Equilibria,1540-2487,03783812,05153,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Focus on Surfactants,1540-2487,13514210,04009,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Fuel Communications,1540-7489,26660520,18484,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Fuel Processing Technology,1540-7489,03783820,05154,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Hydrometallurgy,1542-0124,0304386X,05336,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),The Journal of Chemical Thermodynamics,1542-3565,00219614,12611,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Journal of Electroanalytical Chemistry,1543-1150,15726657,06014,Active,Formerly known as Journal of Electroanalytical Chemistry and Interfacial Electrochemistry
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Journal of Industrial and Engineering Chemistry,1544-3191,1226086X,08620,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Journal of Ionic Liquids,1544-3191,27724220,31240,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Journal of Saudi Chemical Society,1544-6123,13196103,08693,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),The Journal of Supercritical Fluids,1545-5343,08968446,05452,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Minerals Engineering,1545-5343,08926875,00837,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Petroleum Science,1545-5343,19958226,31246,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Powder Technology,1546-0843,00325910,06031,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Proceedings of the Combustion Institute,1546-1440,15407489,04068,Active,Formerly known as Symposium (International) on Combustion
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),Progress in Energy and Combustion Science,1546-2501,03601285,00474,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Engineering (General),South African Journal of Chemical Engineering,1548-5595,10269185,18259,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Health and Safety,Journal of Industrial Safety,1549-9634,29502764,31705,Active,
Physical Sciences and Engineering,Chemical Engineering,Chemical Health and Safety,Journal of Loss Prevention in the Process Industries,1549-9634,09504230,03056,Active,
